,Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude,Close-Approach (CA) Date,CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,Rarity,PHA
1873,2013 YC,Apollo Asteroid (Hazard),57800.0,2.4962,0.9428,2.8025,34.4885,262.356,298.9185,0.1429,4.85,3.94,0.005,14.0,21.3,1966-Dec-11 17:13 ±    00:09,0.04776,0.04762,39.43,39.43,21.3,0.33,1.0,True
1876,2000 PD3,Apollo Asteroid (Hazard),57800.0,1.9979,0.5933,7.692,109.9025,298.891,274.4855,0.8125,3.18,2.82,0.0268,57.0,18.3,1967-Jan-09 08:16 ± < 00:01,0.03535,0.03535,14.86,14.85,18.3,0.8009999999999999,2.0,True
1877,2009 XO,Apollo Asteroid (Hazard),57800.0,1.8548,0.5418,0.354,140.4636,27.8717,277.1841,0.8499,2.86,2.53,0.0018,67.0,20.5,1967-Jan-22 17:47 ± < 00:01,0.04673,0.04673,10.78,10.77,20.6,0.44,1.0,True
1882,2007 VT6,Apollo Asteroid (Hazard),57800.0,1.9499,0.6443,7.3885,294.1183,213.4399,117.9589,0.6936,3.21,2.72,0.0271,41.0,20.5,1967-May-08 08:49 ± < 00:01,0.04834,0.04833,18.89,18.89,20.5,0.47,1.0,True
1883,1996 JG,Apollo Asteroid (Hazard),57800.0,1.8017,0.6607,5.2812,280.2052,52.888,185.1823,0.6112,2.99,2.42,0.0121,39.0,19.5,1967-May-25 04:10 ± < 00:01,0.02291,0.02291,19.56,19.56,19.1,0.92,2.0,True
1886,2008 EM7,Apollo Asteroid (Hazard),57800.0,1.2383,0.2434,33.1334,42.7164,347.7977,290.0172,0.9369,1.54,1.38,0.0172,18.0,21.2,1967-Sep-09 04:43 ± < 00:01,0.03278,0.03277,18.59,18.59,21.2,0.34,1.0,True
1888,2016 PR38,Apollo Asteroid (Hazard),57800.0,1.6568,0.4283,4.7028,225.3294,176.8141,49.1753,0.9473,2.37,2.13,0.0138,23.0,21.9,1967-Sep-30 09:27 ± 2_10:33,0.01462,0.01247,7.89,7.87,22.0,0.24,2.0,True
1891,2004 VW14,Apollo Asteroid (Hazard),57800.0,2.1181,0.6007,3.8512,42.3246,101.1665,326.1589,0.8458,3.39,3.08,0.0099,74.0,19.4,1967-Dec-22 01:16 ± < 00:01,0.04114,0.04113,13.87,13.86,19.5,0.75,1.0,True
1893,2014 XJ3,Apollo Asteroid (Hazard),57800.0,2.1331,0.7274,1.2252,161.6434,22.3383,233.3828,0.5814,3.68,3.12,0.0202,32.0,20.1,1967-Dec-30 04:16 ± < 00:01,0.04702,0.04702,20.22,20.21,20.1,0.57,1.0,True
1894,1999 YG3,Apollo Asteroid (Hazard),57800.0,1.2848,0.3295,34.5163,250.2238,293.2884,223.382,0.8614,1.71,1.46,0.042,70.0,19.1,1968-Jan-15 01:25 ± < 00:01,0.04561,0.04561,20.44,20.44,19.1,0.5529999999999999,1.0,True
1897,2011 EF17,Apollo Asteroid (Hazard),57800.0,2.3443,0.7429,4.216,282.2917,3.9752,197.3497,0.6026,4.09,3.59,0.0106,16.0,19.2,1968-Apr-06 18:50 ±    00:02,0.04642,0.0464,23.39,23.38,19.2,0.86,1.0,True
1898,2013 EO126,Apollo Asteroid (Hazard),57800.0,2.2974,0.7818,2.978,148.4431,153.5152,23.6856,0.5013,4.09,3.48,0.0401,34.0,19.9,1968-Apr-10 10:26 ± < 00:01,0.04018,0.04017,25.9,25.9,19.9,0.62,1.0,True
1910,2001 TC45,Apollo Asteroid (Hazard),57800.0,2.2185,0.6418,15.5649,65.9993,36.0475,211.9418,0.7947,3.64,3.3,0.0218,6.0,19.2,1968-Nov-03 13:14 ± < 00:01,0.02546,0.02546,16.73,16.73,19.5,0.74,2.0,True
1912,2012 VO6,Apollo Asteroid (Hazard),57800.0,1.9659,0.5348,3.5716,243.6523,242.619,164.329,0.9145,3.02,2.76,0.0268,29.0,21.4,1968-Dec-19 12:39 ±    01:25,0.02555,0.02553,9.91,9.9,21.5,0.3,1.0,True
1932,2011 WU95,Apollo Asteroid (Hazard),57800.0,1.6667,0.4247,6.7158,242.36,67.7127,232.8943,0.9589,2.37,2.15,0.0475,79.0,19.4,1970-Jun-20 09:45 ±    00:03,0.04653,0.04653,9.01,9.0,19.5,0.74,1.0,True
1934,2002 AC9,Apollo Asteroid (Hazard),57800.0,1.7035,0.5611,2.2837,28.4394,2.5757,313.4125,0.7476,2.66,2.22,0.0289,8.0,21.0,1970-Aug-12 11:52 ± < 00:01,0.0456,0.0456,13.81,13.81,21.2,0.34,1.0,True
1936,2016 PN38,Apollo Asteroid (Hazard),57800.0,2.4563,0.6213,3.6128,55.3887,344.5425,27.1525,0.9302,3.98,3.85,0.0209,21.0,21.2,1970-Sep-16 22:19 ±    00:01,0.03851,0.0385,12.79,12.78,21.2,0.266,1.0,True
1940,2005 VR7,Apollo Asteroid (Hazard),57800.0,1.0829,0.2872,25.2484,101.0672,254.884,53.93,0.7719,1.39,1.13,0.0301,17.0,21.3,1970-Dec-10 21:08 ± < 00:01,0.04413,0.04413,16.42,16.42,21.3,0.33,1.0,True
1946,2002 JE9,Apollo Asteroid (Hazard),57800.0,1.0678,0.4167,8.83,255.4192,200.0642,218.5381,0.6229,1.51,1.1,0.0054,28.0,21.2,1971-Apr-11 02:36 ±    00:11,0.00176,0.00167,13.22,13.1,21.4,0.31,4.0,True
1954,1991 CS,Apollo Asteroid (Hazard),57800.0,1.1229,0.1647,37.1215,249.4088,156.867,22.8788,0.938,1.31,1.19,0.0234,190.0,17.4,1971-Aug-30 13:01 ± < 00:01,0.02646,0.02646,19.51,19.5,17.3,1.614,2.0,True
1963,2009 BL71,Aten Asteroid (Hazard),57800.0,0.9366,0.2658,5.5529,292.3887,17.6271,138.4941,0.6877,1.19,0.91,0.0105,11.0,22.0,1972-Mar-31 05:27 ± < 00:01,0.02928,0.02928,9.39,9.38,22.1,0.23,1.0,True
1967,2001 JV1,Apollo Asteroid (Hazard),57800.0,1.7045,0.4352,6.6286,201.008,92.2919,5.7334,0.9628,2.45,2.23,0.0217,32.0,21.4,1972-Jun-26 03:30 ± < 00:01,0.04235,0.04235,8.11,8.1,21.5,0.3,1.0,True
1971,2015 JD1,Apollo Asteroid (Hazard),57800.0,1.2168,0.2222,19.1393,127.8936,221.1939,25.1676,0.9465,1.49,1.34,0.0239,55.0,20.7,1972-Oct-31 04:38 ± < 00:01,0.03789,0.03789,11.22,11.21,20.6,0.45,1.0,True
1983,2015 NU13,Apollo Asteroid (Hazard),57800.0,1.83,0.5903,4.2082,260.3023,140.0047,170.6094,0.7497,2.91,2.48,0.0102,18.0,19.6,1974-Jan-09 18:00 ± < 00:01,0.03817,0.03817,15.31,15.31,19.4,0.77,1.0,True
1984,2008 XN,Apollo Asteroid (Hazard),57800.0,2.1658,0.5888,5.3125,63.5284,97.9489,179.7537,0.8905,3.44,3.19,0.0323,18.0,21.4,1974-Jan-12 23:30 ± 5_20:37,0.04594,0.02865,13.18,13.18,21.4,0.3,1.0,True
1993,2012 HZ33,Apollo Asteroid (Hazard),57800.0,1.1974,0.2103,23.8769,231.5699,54.9217,185.1133,0.9457,1.45,1.31,0.0012,27.0,20.4,1974-May-18 00:13 ± < 00:01,0.03761,0.0376,13.34,13.33,20.4,0.49,1.0,True
1994,2002 EL6,Apollo Asteroid (Hazard),57800.0,2.3019,0.5768,9.5133,186.5119,84.943,75.9624,0.9742,3.63,3.49,0.0365,95.0,18.0,1974-Jun-03 00:23 ± < 00:01,0.04877,0.04877,10.89,10.89,18.1,0.7080000000000001,2.0,True
2001,2009 QL8,Apollo Asteroid (Hazard),57800.0,1.9308,0.5415,4.2405,339.5071,84.5236,254.5623,0.8853,2.98,2.68,0.0282,30.0,19.5,1975-Jan-12 07:54 ± < 00:01,0.04846,0.04846,12.18,12.17,19.5,0.73,1.0,True
2005,1998 OH,Apollo Asteroid (Hazard),57800.0,1.5415,0.4061,24.5289,321.7216,220.7487,315.3027,0.9155,2.17,1.91,0.0289,199.0,15.8,1975-May-04 23:15 ± < 00:01,0.03721,0.03721,16.05,16.05,15.9,1.992,3.0,True
2007,2016 HN3,Apollo Asteroid (Hazard),57800.0,2.1504,0.5537,19.3257,199.7512,64.247,83.9283,0.9598,3.34,3.15,0.0299,3.0,21.6,1975-May-23 23:38 ±    00:11,0.03024,0.03024,14.44,14.43,21.6,0.48,1.0,True
2015,2006 VG13,Aten Asteroid (Hazard),57800.0,0.8175,0.3037,5.8607,115.1976,96.6124,161.7263,0.5693,1.07,0.74,0.0454,17.0,21.5,1975-Dec-04 11:56 ± < 00:01,0.04654,0.04653,8.03,8.02,21.4,0.31,1.0,True
2016,2010 JL33,Apollo Asteroid (Hazard),57800.0,2.6743,0.7388,5.3639,309.7203,52.6864,161.6432,0.6986,4.65,4.37,0.033,75.0,17.7,1975-Dec-05 18:50 ± < 00:01,0.03129,0.03129,19.96,19.96,17.9,1.812,2.0,True
2017,2008 XW2,Apollo Asteroid (Hazard),57800.0,1.065,0.4438,26.455,259.8798,71.7878,221.5285,0.5923,1.54,1.1,0.0395,14.0,20.6,1975-Dec-08 19:55 ± < 00:01,0.04615,0.04615,20.13,20.12,20.7,0.43,1.0,True
2018,2012 MM11,Apollo Asteroid (Hazard),57800.0,2.1135,0.6485,3.1627,123.6996,245.8769,163.1672,0.7429,3.48,3.07,0.0108,52.0,20.3,1975-Dec-09 15:54 ± < 00:01,0.01577,0.01577,17.06,17.05,20.3,0.52,2.0,True
2022,2008 RM98,Apollo Asteroid (Hazard),57800.0,2.5669,0.6367,1.854,166.0599,285.3165,350.2437,0.9325,4.2,4.11,0.0087,29.0,20.4,1976-Jan-16 13:17 ±    00:17,0.00559,0.00558,9.75,9.7,20.4,0.49,3.0,True
2024,1998 SL36,Apollo Asteroid (Hazard),57800.0,1.3903,0.4177,19.0749,116.7447,353.1582,10.9448,0.8095,1.97,1.64,0.0207,26.0,20.2,1976-Mar-12 09:22 ± < 00:01,0.04985,0.04984,13.82,13.82,20.2,0.54,1.0,True
2028,2015 TK178,Apollo Asteroid (Hazard),57800.0,2.3162,0.5654,11.358,212.0468,86.1418,179.4137,1.0066,3.63,3.53,0.0358,22.0,19.3,1976-Jun-26 04:48 ±    00:03,0.04316,0.04315,10.45,10.45,19.4,0.79,1.0,True
2036,2012 BS23,Apollo Asteroid (Hazard),57800.0,1.9356,0.5792,5.3858,258.8108,317.8581,286.2153,0.8145,3.06,2.69,0.0309,14.0,21.4,1977-Feb-25 05:46 ±    00:01,0.0292,0.0292,14.34,14.33,21.5,0.3,1.0,True
2039,2010 KQ10,Apollo Asteroid (Hazard),57800.0,2.371,0.6669,6.6734,286.6093,244.9563,321.2558,0.7899,3.95,3.65,0.0205,10.0,21.4,1977-May-15 01:49 ±    00:03,0.0429,0.04289,16.25,16.24,21.6,0.28,1.0,True
2045,2006 PA1,Apollo Asteroid (Hazard),57800.0,2.0335,0.5507,2.4302,85.7338,322.3422,192.7639,0.9135,3.15,2.9,0.0297,56.0,19.7,1977-Sep-24 17:24 ±    00:04,0.04893,0.04891,11.32,11.32,19.7,0.68,1.0,True
2047,2011 GA,Apollo Asteroid (Hazard),57800.0,1.803,0.5912,9.8303,109.7517,200.4247,108.3953,0.7371,2.87,2.42,0.0063,19.0,20.8,1977-Oct-13 20:00 ±    00:02,0.02493,0.02491,16.36,16.35,20.8,0.41,1.0,True
2052,2008 EV5,Aten Asteroid (Hazard),57800.0,0.9583,0.0835,7.4368,234.8246,93.3912,3.4092,0.8783,1.04,0.94,0.0143,102.0,20.0,1977-Dec-24 19:00 ±    01:02,0.02562,0.02535,4.33,4.31,20.1,0.45,2.0,True
2053,2016 AZ8,Apollo Asteroid (Hazard),57800.0,1.3202,0.3549,5.6147,318.4107,90.143,299.9151,0.8517,1.79,1.52,0.0294,26.0,21.1,1978-Jan-06 21:43 ± < 00:01,0.02868,0.02868,9.2,9.19,21.1,0.267,1.0,True
2061,2003 HB,Aten Asteroid (Hazard),57800.0,0.8497,0.3806,18.1087,306.72,70.3969,63.783,0.5263,1.17,0.78,0.0461,55.0,19.7,1978-May-25 05:53 ± < 00:01,0.04842,0.04842,13.99,13.99,19.7,0.345,1.0,True
2064,2013 SW24,Apollo Asteroid (Hazard),57800.0,2.6752,0.6514,6.1419,323.7863,347.2291,288.6969,0.9326,4.42,4.38,0.0013,28.0,20.9,1978-Sep-06 12:46 ± 5_05:46,0.01321,0.01319,11.97,11.95,21.0,0.38,2.0,True
2067,2011 BM45,Apollo Asteroid (Hazard),57800.0,1.9195,0.8039,5.3407,62.6686,302.7706,125.9858,0.3764,3.46,2.66,0.0075,11.0,21.4,1979-Jan-19 13:18 ±    00:20,0.02948,0.0292,28.09,28.08,21.6,0.28,1.0,True
2075,2011 WO4,Apollo Asteroid (Hazard),57800.0,1.7377,0.4971,60.9453,236.0289,225.2013,81.6977,0.874,2.6,2.29,0.0319,21.0,19.2,1979-Nov-07 16:34 ± < 00:01,0.03974,0.03974,34.03,34.03,19.3,0.82,1.0,True
2076,2016 AA10,Apollo Asteroid (Hazard),57800.0,1.8793,0.5092,12.6596,342.4686,59.7546,171.0674,0.9223,2.84,2.58,0.0431,21.0,20.2,1979-Nov-28 05:48 ±    00:07,0.04259,0.04259,11.38,11.37,20.3,0.342,1.0,True
2090,2012 UR136,Amor Asteroid (Hazard),57800.0,1.917,0.4601,6.0616,202.7548,87.5403,278.5646,1.035,2.8,2.65,0.0329,21.0,19.2,1980-Jul-08 10:03 ±    00:02,0.04385,0.04384,6.84,6.83,19.3,0.82,1.0,True
2091,1997 BR,Apollo Asteroid (Hazard),57800.0,1.3353,0.3056,17.2477,133.7835,116.676,274.6006,0.9272,1.74,1.54,0.0137,106.0,17.6,1980-Jul-21 02:38 ± < 00:01,0.01498,0.01498,11.79,11.77,17.9,0.5830000000000001,3.0,True
2095,2000 AF6,Aten Asteroid (Hazard),57800.0,0.8778,0.4114,2.6966,200.1459,110.7857,70.2272,0.5167,1.24,0.82,0.0236,80.0,20.2,1980-Dec-12 05:50 ± < 00:01,0.04527,0.04526,13.38,13.38,20.2,0.53,1.0,True
2102,2007 AV2,Apollo Asteroid (Hazard),57800.0,1.4378,0.474,12.3063,293.3091,285.9222,257.0159,0.7563,2.12,1.72,0.038,15.0,21.2,1981-Jul-18 19:14 ±    00:02,0.0423,0.04229,15.27,15.26,21.1,0.36,1.0,True
2103,2014 OT111,Apollo Asteroid (Hazard),57800.0,2.2137,0.5537,8.3534,320.3427,307.2483,289.2858,0.9879,3.44,3.29,0.0332,21.0,21.7,1981-Jul-21 19:16 ± 7_04:45,0.04298,0.03787,10.62,10.62,21.7,0.27,1.0,True
2107,2016 HL,Apollo Asteroid (Hazard),57800.0,1.8127,0.6157,5.1519,251.9039,232.8841,144.499,0.6967,2.93,2.44,0.0079,30.0,19.9,1981-Nov-08 02:39 ± < 00:01,0.02264,0.02263,17.46,17.45,19.8,0.65,2.0,True
2110,2016 NG15,Apollo Asteroid (Hazard),57800.0,1.8368,0.6032,23.0686,108.3254,268.1008,58.4182,0.7289,2.94,2.49,0.0007,14.0,20.6,1981-Dec-22 11:48 ±    00:01,0.04011,0.0401,21.4,21.4,20.6,0.45,1.0,True
2113,1999 SO5,Apollo Asteroid (Hazard),57800.0,1.0858,0.0652,13.3658,359.6627,196.09,296.0757,1.015,1.16,1.13,0.0143,68.0,20.9,1982-Apr-07 18:07 ± < 00:01,0.03438,0.03437,7.08,7.07,21.0,0.38,1.0,True
2125,2012 KC6,Apollo Asteroid (Hazard),57800.0,1.2409,0.2465,11.3198,337.9584,195.4076,197.9179,0.935,1.55,1.38,0.0492,37.0,21.7,1983-Apr-11 13:29 ± < 00:01,0.04894,0.04894,7.82,7.82,21.6,0.28,1.0,True
2127,2014 AF51,Amor Asteroid (Hazard),57800.0,1.7862,0.4296,2.7917,330.0945,237.7787,61.2574,1.0189,2.55,2.39,0.0237,30.0,20.4,1983-May-07 04:18 ±    00:02,0.03145,0.03144,6.3,6.28,20.4,0.49,1.0,True
2128,2011 CT4,Apollo Asteroid (Hazard),57800.0,1.7254,0.7187,2.6467,69.5076,304.9394,279.3103,0.4853,2.97,2.27,0.0066,11.0,20.5,1983-Jun-22 14:28 ± < 00:01,0.03169,0.03168,22.52,22.52,20.5,0.47,1.0,True
2131,2010 YB,Apollo Asteroid (Hazard),57800.0,1.8217,0.4949,3.6019,94.3178,314.6215,195.5446,0.9201,2.72,2.46,0.0462,46.0,20.7,1983-Sep-29 23:13 ±    00:03,0.04934,0.04934,9.43,9.43,20.7,0.43,1.0,True
2132,2001 GR2,Apollo Asteroid (Hazard),57800.0,1.8627,0.6215,11.8293,99.2765,190.2777,61.4781,0.705,3.02,2.54,0.0133,15.0,21.6,1983-Sep-30 17:52 ± < 00:01,0.0169,0.01689,18.71,18.7,21.6,0.28,2.0,True
2133,2011 WL2,Apollo Asteroid (Hazard),57800.0,1.0779,0.2834,14.1302,88.8228,212.9434,329.2309,0.7725,1.38,1.12,0.0025,34.0,20.8,1983-Oct-24 23:45 ± < 00:01,0.03406,0.03406,10.81,10.8,20.8,0.4,1.0,True
2136,2014 NB52,Apollo Asteroid (Hazard),57800.0,1.2543,0.3743,24.4444,115.2539,279.4287,250.198,0.7849,1.72,1.4,0.0432,7.0,21.7,1984-Jan-04 18:29 ± < 00:01,0.04573,0.04573,17.03,17.03,21.9,0.25,1.0,True
2137,2008 SE85,Apollo Asteroid (Hazard),57800.0,1.626,0.5251,29.5953,294.8265,177.5157,337.6833,0.7722,2.48,2.07,0.0243,40.0,19.8,1984-Mar-20 21:33 ± < 00:01,0.03417,0.03417,21.22,21.22,19.8,0.65,1.0,True
2141,2011 CX46,Apollo Asteroid (Hazard),57800.0,1.4745,0.5496,7.775,105.6587,150.9216,78.1629,0.6642,2.28,1.79,0.0305,8.0,22.0,1984-Sep-03 17:19 ± < 00:01,0.04196,0.04196,16.18,16.18,22.1,0.23,1.0,True
2142,1991 RB,Apollo Asteroid (Hazard),57800.0,1.4545,0.4856,19.5824,68.8697,359.3732,146.5461,0.7481,2.16,1.75,0.038,25.0,19.0,1984-Sep-18 17:16 ± < 00:01,0.04427,0.04427,16.21,16.21,19.1,0.9,1.0,True
2144,2000 AC6,Aten Asteroid (Hazard),57800.0,0.8533,0.2864,4.6955,188.0443,101.4609,74.6332,0.6089,1.1,0.79,0.0462,60.0,21.5,1984-Dec-01 04:17 ± < 00:01,0.04759,0.04759,7.66,7.65,21.6,0.181,1.0,True
2145,1995 YR1,Apollo Asteroid (Hazard),57800.0,1.6979,0.8272,3.5695,109.3925,107.0866,168.9043,0.2933,3.1,2.21,0.0147,37.0,20.4,1984-Dec-25 08:25 ± < 00:01,0.02598,0.02598,28.6,28.6,20.2,0.53,2.0,True
2148,1998 OX4,Apollo Asteroid (Hazard),57800.0,1.5804,0.4857,4.5129,117.1145,299.7043,66.2199,0.8128,2.35,1.99,0.0011,61.0,21.1,1985-Jan-18 08:57 ± < 00:01,0.00648,0.00648,11.99,11.96,21.1,0.35,3.0,True
2153,2015 BK515,Apollo Asteroid (Hazard),57800.0,1.7496,0.4465,5.2727,59.1777,152.48,274.1117,0.9684,2.53,2.31,0.0467,9.0,21.0,1985-Mar-24 01:29 ± < 00:01,0.04912,0.04912,7.94,7.93,20.9,0.4,1.0,True
2155,2002 TB70,Apollo Asteroid (Hazard),57800.0,1.1332,0.132,16.6569,350.8413,195.0654,159.6691,0.9836,1.28,1.21,0.0154,12.0,21.6,1985-Apr-01 03:08 ± < 00:01,0.04647,0.04647,9.27,9.26,21.6,0.28,1.0,True
2161,2007 CN26,Apollo Asteroid (Hazard),57800.0,1.2926,0.2692,7.5835,135.6483,159.3081,153.7118,0.9447,1.64,1.47,0.0016,67.0,21.1,1985-Sep-02 03:13 ± < 00:01,0.0027,0.00269,7.58,7.45,21.1,0.308,3.0,True
2166,2003 TK2,Apollo Asteroid (Hazard),57800.0,2.3481,0.6474,4.2879,320.9549,1.029,273.0058,0.8279,3.87,3.6,0.0207,24.0,19.8,1985-Oct-13 00:20 ± < 00:01,0.04439,0.04439,16.16,16.16,19.8,0.65,1.0,True
2170,2016 CW137,Apollo Asteroid (Hazard),57800.0,2.404,0.6545,37.6825,316.3289,133.0441,120.1531,0.8305,3.98,3.73,0.0475,14.0,19.3,1986-Feb-05 00:26 ±    00:11,0.04567,0.04561,25.54,25.54,19.5,0.75,1.0,True
2173,2016 KL1,Aten Asteroid (Hazard),57800.0,0.9015,0.2801,18.1403,317.0037,69.8052,203.4354,0.6489,1.15,0.86,0.024,5.0,21.7,1986-Jun-03 03:27 ± < 00:01,0.04975,0.04975,12.39,12.38,21.1,0.442,1.0,True
2181,2013 JM14,Apollo Asteroid (Hazard),57800.0,1.894,0.5108,8.1096,44.3409,109.5494,185.8231,0.9266,2.86,2.61,0.0208,17.0,21.5,1987-Jan-18 05:13 ±    00:03,0.02088,0.02087,10.32,10.31,21.6,0.28,1.0,True
2183,2006 TU7,Aten Asteroid (Hazard),57800.0,0.8509,0.4702,2.9123,68.6434,91.8646,327.6685,0.4508,1.25,0.78,0.0227,20.0,21.9,1987-Jul-21 09:46 ± < 00:01,0.03016,0.03016,13.6,13.6,21.9,0.25,1.0,True
2185,1998 HL1,Apollo Asteroid (Hazard),57800.0,1.2463,0.1873,20.0484,148.5071,213.5699,44.8062,1.0129,1.48,1.39,0.0423,63.0,18.9,1987-Oct-26 05:22 ± < 00:01,0.04396,0.04396,11.36,11.35,19.1,0.89,1.0,True
2187,2008 AZ30,Apollo Asteroid (Hazard),57800.0,1.3328,0.6539,2.3414,25.8315,326.674,4.4973,0.4612,2.2,1.54,0.028,13.0,21.9,1988-Jan-04 16:22 ± < 00:01,0.0391,0.03909,22.13,22.12,21.9,0.25,1.0,True
2190,1988 EG,Apollo Asteroid (Hazard),57800.0,1.2712,0.4996,3.4997,242.075,182.4807,124.385,0.6361,1.91,1.43,0.0242,68.0,18.7,1988-Feb-26 15:06 ± < 00:01,0.0401,0.0401,13.95,13.94,19.0,0.94,2.0,True
2194,2010 JJ41,Apollo Asteroid (Hazard),55328.0,1.0707,0.6702,3.2505,29.1451,50.3737,70.4262,0.3531,1.79,1.11,0.0221,7.0,21.8,1989-Apr-17 01:13 ± 6_20:20,0.02524,0.02229,20.78,20.78,21.8,0.26,1.0,True
2207,2000 GJ147,Apollo Asteroid (Hazard),57800.0,1.1621,0.2366,25.0075,240.8085,57.8755,91.3142,0.8872,1.44,1.25,0.0254,108.0,19.6,1990-May-17 07:15 ± < 00:01,0.02645,0.02645,14.89,14.88,19.6,0.54,2.0,True
2208,2006 KV89,Apollo Asteroid (Hazard),57800.0,1.1499,0.2727,3.5543,87.773,71.7209,301.4708,0.8363,1.46,1.23,0.014,34.0,21.4,1990-May-18 13:12 ± < 00:01,0.02727,0.02726,7.0,6.98,21.5,0.3,1.0,True
2210,1999 JM8,Apollo Asteroid (Hazard),57800.0,2.7263,0.6411,13.8287,166.7562,133.6496,335.2191,0.9784,4.47,4.5,0.0227,126.0,15.2,1990-Aug-08 09:55 ± < 00:01,0.03348,0.03348,12.69,12.68,15.4,8.4,3.0,True
2217,2007 JH22,Apollo Asteroid (Hazard),57800.0,2.1818,0.6067,5.567,22.752,150.9283,24.7297,0.858,3.51,3.22,0.0401,17.0,21.7,1991-Jan-27 01:49 ± < 00:01,0.04611,0.04611,13.04,13.04,21.7,0.27,1.0,True
2218,2005 CL,Apollo Asteroid (Hazard),57800.0,1.9877,0.7539,4.4402,298.3384,318.5958,73.0794,0.4892,3.49,2.8,0.0238,24.0,20.3,1991-Feb-26 09:19 ± < 00:01,0.02179,0.02179,24.12,24.11,20.3,0.52,2.0,True
2223,2010 XA68,Apollo Asteroid (Hazard),57800.0,1.1575,0.3015,59.2739,107.4777,74.3374,272.7315,0.8085,1.51,1.25,0.0474,11.0,21.9,1991-Jun-05 19:03 ±    00:03,0.04842,0.0484,31.23,31.23,21.9,0.25,1.0,True
2237,2011 KW15,Apollo Asteroid (Hazard),57800.0,1.1698,0.4938,23.655,97.4602,283.4053,122.1579,0.5921,1.75,1.27,0.0437,21.0,19.4,1992-Jul-01 07:18 ± < 00:01,0.04905,0.04905,18.88,18.88,19.4,0.79,1.0,True
2238,2011 GS60,Apollo Asteroid (Hazard),57800.0,3.3621,0.9228,18.7743,304.9424,140.4787,349.6371,0.2595,6.46,6.17,0.0091,14.0,19.0,1992-Aug-14 07:43 ±    00:01,0.02678,0.02671,34.89,34.89,19.0,0.94,2.0,True
2244,2016 MK1,Apollo Asteroid (Hazard),57800.0,1.5007,0.7158,10.7859,240.497,178.4832,33.7545,0.4264,2.57,1.84,0.0251,5.0,19.2,1993-Mar-13 07:29 ± < 00:01,0.04837,0.04837,24.84,24.84,19.1,0.89,1.0,True
2253,2000 JE5,Apollo Asteroid (Hazard),57800.0,1.2383,0.4006,50.7403,285.1815,41.2448,359.0384,0.7422,1.73,1.38,0.0457,26.0,19.1,1993-Nov-04 22:46 ± < 00:01,0.0475,0.0475,29.23,29.22,19.3,0.83,1.0,True
2264,1994 NE,Apollo Asteroid (Hazard),49540.0,2.0476,0.6066,27.5956,246.1172,104.9864,344.6647,0.8055,3.29,2.93,0.0161,20.0,19.8,1994-Jul-08 00:52 ± < 00:01,0.01795,0.01789,21.1,21.1,19.8,0.65,2.0,True
2265,2016 UF101,Apollo Asteroid (Hazard),57800.0,2.6868,0.6324,10.1311,18.5747,317.1386,34.3598,0.9877,4.39,4.4,0.004,18.0,21.8,1994-Aug-02 00:03 ± 7_21:55,0.04208,0.00896,11.66,11.65,21.8,0.26,1.0,True
2266,1994 RC,Apollo Asteroid (Hazard),57800.0,2.2653,0.6034,4.7577,286.4497,344.3606,223.6754,0.8985,3.63,3.41,0.0385,15.0,19.3,1994-Aug-05 22:37 ± < 00:01,0.04983,0.04983,11.88,11.88,19.2,0.85,1.0,True
2271,2006 UL217,Apollo Asteroid (Hazard),57800.0,1.4305,0.3489,9.9219,310.0918,45.2383,27.669,0.9313,1.93,1.71,0.0218,37.0,20.8,1994-Nov-04 12:12 ± < 00:01,0.03095,0.03094,9.9,9.89,20.8,0.42,1.0,True
2272,2004 TG10,Apollo Asteroid (Hazard),57800.0,2.2341,0.8619,4.1798,317.3638,205.1081,219.0516,0.3084,4.16,3.34,0.0225,24.0,19.4,1994-Nov-08 13:19 ± < 00:01,0.04894,0.04894,28.46,28.46,19.4,1.921,1.0,True
2275,2015 PR228,Apollo Asteroid (Hazard),57800.0,2.6059,0.6854,7.2334,106.3121,321.2818,97.2678,0.8198,4.39,4.21,0.0405,35.0,19.8,1995-Jan-23 16:35 ±    07:52,0.0417,0.04166,15.47,15.46,19.8,0.65,1.0,True
2286,2008 PK3,Apollo Asteroid (Hazard),54685.0,1.8917,0.5984,17.0847,108.99,122.8352,23.3175,0.7597,3.02,2.6,0.0003,7.0,22.0,1995-Jul-25 19:29 ±    00:02,0.00588,0.00586,18.05,18.03,22.0,0.24,2.0,True
2288,2015 DH155,Apollo Asteroid (Hazard),57800.0,2.446,0.7003,12.4833,261.957,170.0084,203.3391,0.7331,4.16,3.83,0.0433,16.0,20.9,1995-Sep-22 11:02 ±    00:02,0.04828,0.04827,19.32,19.32,20.9,0.39,1.0,True
